,secs_stamp,text,max_sentiment,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
540,2523,"Now, I thought we had a deal.",anticipation,0,1,0,0,1,0,1,1
541,2527,"Stay close, check in, don't take any chances.",surprise,0,0,0,0,0,0,1,0
542,2531,I'm sorry.,Neutral,0,0,0,0,0,0,0,0
543,2532,We just wanted time.,anticipation,0,1,0,0,0,0,0,0
544,2537,"Where to, Cap?",anticipation,0,1,0,0,0,0,0,1
545,2541,Home.,Neutral,0,0,0,0,0,0,0,0
546,2546,We'll be safe. We'll be safe.,joy,0,0,0,0,2,0,0,2
547,2573,Zehobereians.,Neutral,0,0,0,0,0,0,0,0
548,2574,Mother! Where's my mother?,anticipation,0,2,0,0,2,2,0,2
549,2576,Choose a side or die.,fear,0,0,0,1,0,1,0,0
550,2577,Mother!,anticipation,0,1,0,0,1,1,0,1
551,2579,One side is a revelation...,Neutral,0,0,0,0,0,0,0,0
552,2581,the other an honor known only to a few.,trust,0,0,0,0,0,0,0,1
553,2585,"What's wrong, little one?",Neutral,0,0,0,0,0,0,0,0
554,2587,My mother. Where is my mother?,anticipation,0,2,0,0,2,2,0,2
555,2595,What's your name?,Neutral,0,0,0,0,0,0,0,0
556,2598,Gamora.,Neutral,0,0,0,0,0,0,0,0
557,2600,"You're quite the fighter, Gamora.",Neutral,0,0,0,0,0,0,0,0
558,2604,Come.,Neutral,0,0,0,0,0,0,0,0
559,2605,Let me help you.,Neutral,0,0,0,0,0,0,0,0
560,2620,Look.,Neutral,0,0,0,0,0,0,0,0
561,2625,"Pretty, isn't it?",anticipation,0,1,0,0,1,0,0,1
562,2627,"Perfectly balanced, as all things should be.",Neutral,0,0,0,0,0,0,0,0
563,2631,Too much to one side or the other...,Neutral,0,0,0,0,0,0,0,0
564,2638,Here. You try.,Neutral,0,0,0,0,0,0,0,0
565,2645,"Now, go in peace to meet your maker.",anticipation,0,1,0,0,1,0,0,1
566,2653,Concentrate.,Neutral,0,0,0,0,0,0,0,0
567,2658,There. You've got it.,Neutral,0,0,0,0,0,0,0,0
568,2670,Gamora.,Neutral,0,0,0,0,0,0,0,0
569,2672,Do you know if these grenades are the blow-off-your-junk kind or the gas kind?,joy,0,0,0,0,2,0,0,2
570,2676,Because I was thinking about hanging a couple on my belt right here.,anger,1,0,0,1,0,0,0,0
571,2679,- But I don't want to if they're the... - I need to ask a favor.,Neutral,0,0,0,0,0,0,0,0
572,2682,"Yeah, sure.",Neutral,0,0,0,0,0,0,0,0
573,2685,"One way or another, the path that we're on leads to Thanos.",Neutral,0,0,0,0,0,0,0,0
574,2690,Which is what the grenades are for.,Neutral,0,0,0,0,0,0,0,0
575,2693,I'm sorry. What's the favor?,Neutral,0,0,0,0,0,0,0,0
576,2697,If things go wrong...,Neutral,0,0,0,0,0,0,0,0
577,2700,If Thanos gets me...,Neutral,0,0,0,0,0,0,0,0
578,2706,I want you to promise me...,joy,0,0,0,0,1,0,0,1
579,2709,you'll kill me.,fear,0,0,0,1,0,1,0,0
580,2711,What?,Neutral,0,0,0,0,0,0,0,0
581,2715,I know something he doesn't.,Neutral,0,0,0,0,0,0,0,0
582,2720,"And if he finds it out, the entire universe could be at risk.",anticipation,0,1,0,1,0,0,0,0
583,2725,What do you know?,Neutral,0,0,0,0,0,0,0,0
584,2726,"If I tell you, you'd know too.",Neutral,0,0,0,0,0,0,0,0
585,2731,If it's so important...,trust,0,0,0,0,0,0,0,1
586,2733,shouldn't I?,Neutral,0,0,0,0,0,0,0,0
587,2734,Only if you wanna die.,fear,0,0,0,2,0,2,0,0
588,2736,Why does somebody always have to die in this scenario?,fear,0,0,0,1,0,1,0,0
589,2739,Just...,Neutral,0,0,0,0,0,0,0,0
590,2742,Trust me. And possibly kill me.,fear,0,0,0,1,0,1,0,1
591,2745,"I mean, I'd like to.",Neutral,0,0,0,0,0,0,0,0
592,2748,I really would. But you...,Neutral,0,0,0,0,0,0,0,0
593,2750,Swear to me.,trust,0,0,0,0,0,0,0,1
594,2754,Swear to me on your mother.,trust,0,1,0,0,1,1,0,2
595,2764,Okay.,Neutral,0,0,0,0,0,0,0,0
596,2771,Okay.,Neutral,0,0,0,0,0,0,0,0
597,2789,Dude. How long have you been standing there?,anticipation,0,1,0,0,0,0,0,0
598,2791,An hour.,Neutral,0,0,0,0,0,0,0,0
599,2792,An hour?,Neutral,0,0,0,0,0,0,0,0
600,2794,Are you serious?,Neutral,0,0,0,0,0,0,0,0
601,2796,I've mastered the ability of standing so incredibly still...,Neutral,0,0,0,0,0,0,0,0
602,2802,that I become invisible to the eye.,Neutral,0,0,0,0,0,0,0,0
603,2805,Watch.,anticipation,0,1,0,1,0,0,0,0
604,2810,You're eating a zarg-nut.,Neutral,0,0,0,0,0,0,0,0
605,2812,But my movement...,Neutral,0,0,0,0,0,0,0,0
606,2814,was so slow...,Neutral,0,0,0,0,0,0,0,0
