,secs_stamp,text,max_sentiment,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
512,1853,(GROANS),disgust,0,0,1,0,0,1,0,0
513,1856,Sorry.,Neutral,0,0,0,0,0,0,0,0
514,1857,- Don't turn green. - I won't.,anticipation,0,1,0,0,1,0,0,1
515,1868,(GRUNTING),Neutral,0,0,0,0,0,0,0,0
516,1872,Come on!,Neutral,0,0,0,0,0,0,0,0
517,1891,ROGERS: Stark! IRON LEGIONNAIRE: We are here to help.,trust,0,0,0,0,0,0,0,2
518,1892,"One sec. One sec, I got this. We are here to help. We are here to help.",Neutral,0,0,0,0,0,0,0,0
519,1897,Please back away.,Neutral,0,0,0,0,0,0,0,0
520,1902,Hmm.,Neutral,0,0,0,0,0,0,0,0
521,1904,ROGERS: Thor!,Neutral,0,0,0,0,0,0,0,0
522,1906,IRON LEGIONNAIRE: ...is unsafe... is unsafe...,fear,0,0,0,2,0,0,0,1
523,1907,- Come on! That's the one. - ...is unsafe.,fear,0,0,0,1,0,0,0,0
524,1914,"Hey, Cap!",anticipation,0,1,0,0,0,0,0,1
525,1916,(GRUNTS),Neutral,0,0,0,0,0,0,0,0
526,1922,ULTRON: That was dramatic.,Neutral,0,0,0,0,0,0,0,0
527,1924,"I am sorry, I know you mean well.",Neutral,0,0,0,0,0,0,0,0
528,1927,You just didn't think it through.,Neutral,0,0,0,0,0,0,0,0
529,1930,You want to protect the world,Neutral,0,0,0,0,0,0,0,0
530,1932,but you don't want it to change.,fear,0,0,0,1,0,0,0,0
531,1935,How is humanity saved,joy,0,0,0,0,2,0,0,2
532,1937,if it's not allowed to evolve?,Neutral,0,0,0,0,0,0,0,0
533,1942,With these? These puppets.,Neutral,0,0,0,0,0,0,0,0
534,1948,There's only one path to peace.,anticipation,0,1,0,0,1,0,0,1
535,1952,The Avengers' extinction.,Neutral,0,0,0,0,0,0,0,0
536,1960,"I had strings, but now I am free.",Neutral,0,0,0,0,0,0,0,0
537,1969,ULTRON: (SINGING) There are no strings on me,anticipation,0,1,0,0,1,1,0,1
538,1973,There are no strings on me,Neutral,0,0,0,0,0,0,0,0
539,1977,PINOCCHIO: But you can see There are no strings on me,Neutral,0,0,0,0,0,0,0,0
540,1983,BANNER: All our work is gone.,Neutral,0,0,0,0,0,0,0,0
541,1985,Ultron cleared out. He used the Internet as an escape hatch.,anticipation,0,1,0,1,0,0,0,0
542,1987,Ultron.,Neutral,0,0,0,0,0,0,0,0
543,1989,"He's been in everything. Files, surveillance.",fear,0,0,0,1,0,0,0,0
544,1992,Probably knows more about us than we know about each other.,Neutral,0,0,0,0,0,0,0,0
545,1994,"He's in your files, he's in the Internet.",Neutral,0,0,0,0,0,0,0,0
546,1997,What if he decides to access something a little more exciting?,anger,1,1,0,1,1,0,1,0
547,2000,Nuclear codes.,Neutral,0,0,0,0,0,0,0,0
548,2001,"- Nuclear codes. - Look, we need to make some calls,",Neutral,0,0,0,0,0,0,0,0
549,2004,assuming we still can.,Neutral,0,0,0,0,0,0,0,0
550,2006,ROMANOFF: Nukes? He said he wanted us dead.,Neutral,0,0,0,0,0,0,0,0
551,2008,"He didn't say ""dead."" He said ""extinct.""",sadness,0,0,0,0,0,1,0,0
552,2011,He also said he killed somebody.,fear,0,0,0,1,0,1,0,0
553,2012,There wasn't anyone else in the building.,Neutral,0,0,0,0,0,0,0,0
554,2015,"Yes, there was.",Neutral,0,0,0,0,0,0,0,0
555,2023,What?,Neutral,0,0,0,0,0,0,0,0
556,2029,This is insane.,anger,1,0,0,1,0,0,0,0
557,2030,Jarvis was the first line of defence.,Neutral,0,0,0,0,0,0,0,0
558,2032,He would have shut Ultron down. It makes sense.,Neutral,0,0,0,0,0,0,0,0
559,2034,No. Ultron could have assimilated Jarvis.,Neutral,0,0,0,0,0,0,0,0
560,2037,This isn't strategy. This is,Neutral,0,0,0,0,0,0,0,0
561,2040,rage.,anger,1,0,0,0,0,0,0,0
562,2043,"- ROGERS: Whoa, whoa, whoa! - It's going around.",Neutral,0,0,0,0,0,0,0,0
563,2045,"Come on, use your words, buddy.",trust,0,1,0,0,1,0,0,2
564,2046,"I have more than enough words to describe you, Stark.",trust,0,0,0,0,0,0,0,2
565,2049,Thor. The Legionnaire.,Neutral,0,0,0,0,0,0,0,0
566,2051,(GROANS),disgust,0,0,1,0,0,1,0,0
567,2053,"Trail went cold about 100 miles out, but it's headed north.",Neutral,0,0,0,0,0,0,0,0
568,2057,And it has the sceptre.,Neutral,0,0,0,0,0,0,0,0
569,2059,"Now we have to retrieve it, again.",Neutral,0,0,0,0,0,0,0,0
570,2060,Genie's out of that bottle.,Neutral,0,0,0,0,0,0,0,0
571,2062,Clear and present is Ultron.,anticipation,0,1,0,0,1,0,1,1
572,2064,I don't understand.,Neutral,0,0,0,0,0,0,0,0
573,2066,You built this program.,Neutral,0,0,0,0,0,0,0,0
574,2070,Why is it trying to kill us?,fear,0,0,0,1,0,1,0,0
575,2072,(CHUCKLING),anticipation,0,1,0,0,1,0,1,1
576,2076,Mmm-mmm.,Neutral,0,0,0,0,0,0,0,0
577,2078,You think this is funny?,Neutral,0,0,0,0,0,0,0,0
578,2080,No.,Neutral,0,0,0,0,0,0,0,0
579,2082,"It's probably not, right?",Neutral,0,0,0,0,0,0,0,0
580,2085,This is very terrible. Is it so...,anger,1,0,1,1,0,1,0,0
581,2087,(LAUGHS) Is it so... It is. It's so terrible.,anger,1,0,1,1,1,1,1,0
582,2089,This could have been avoided if you hadn't played,fear,0,0,0,1,0,0,0,0
583,2091,with something you don't understand. No. I am sorry. I am sorry. It is funny.,Neutral,0,0,0,0,0,0,0,0
584,2096,It's a hoot that you don't get why we need this.,anger,1,0,1,0,0,0,0,0
585,2098,"Tony, maybe this might not be the time.",anticipation,0,1,0,0,0,0,0,0
586,2100,Really? That's it?,Neutral,0,0,0,0,0,0,0,0
587,2103,"You just roll over, show your belly",trust,0,0,0,0,0,0,0,1
588,2104,every time somebody snarls?,anger,1,1,1,0,0,0,0,0
589,2106,Only when I have created a murder bot.,anger,1,0,1,1,1,1,1,0
590,2107,We didn't. We weren't even close.,Neutral,0,0,0,0,0,0,0,0
591,2110,Were we close to an interface?,Neutral,0,0,0,0,0,0,0,0
592,2111,"Well, you did something right. And you did it right here.",Neutral,0,0,0,0,0,0,0,0
593,2115,The Avengers were supposed to be different than S.H.I.E.L.D.,Neutral,0,0,0,0,0,0,0,0
594,2117,Anybody remember when I carried a nuke through a wormhole?,Neutral,0,0,0,0,0,0,0,0
595,2120,"- No, it's never come up. - STARK: Saved New York?",trust,0,0,0,0,1,0,0,2
596,2121,RHODES: Never heard that. STARK: Recall that?,trust,0,0,0,0,0,0,0,1
597,2123,A hostile alien army came charging through a hole in space.,disgust,1,0,2,2,0,0,0,0
598,2128,We're standing 300 feet below it.,Neutral,0,0,0,0,0,0,0,0
599,2132,We're the Avengers.,Neutral,0,0,0,0,0,0,0,0
600,2133,"We can bust arms dealers all the livelong day,",Neutral,0,0,0,0,0,0,0,0
601,2135,"but that up there, that's...",Neutral,0,0,0,0,0,0,0,0
602,2138,That's the endgame.,Neutral,0,0,0,0,0,0,0,0
603,2141,How were you guys planning on beating that?,anticipation,0,1,0,0,0,0,0,0
604,2144,Together.,Neutral,0,0,0,0,0,0,0,0
605,2149,We will lose.,anger,1,0,1,1,0,1,1,0
606,2151,"Then we will do that together, too.",Neutral,0,0,0,0,0,0,0,0
607,2156,Thor's right. Ultron's calling us out.,Neutral,0,0,0,0,0,0,0,0
608,2159,And I'd like to find him before he's ready for us.,anticipation,0,1,0,0,0,0,0,0
609,2162,The world's a big place.,Neutral,0,0,0,0,0,0,0,0
610,2164,Let's start making it smaller.,anticipation,0,1,0,0,0,0,0,0
611,2174,(INDISTINCT CHATTER),Neutral,0,0,0,0,0,0,0,0
612,2189,"WANDA: Talk, and if you are wasting our time...",anticipation,0,1,1,0,0,0,0,0
613,2191,ULTRON: Did you know this church is in the exact centre of the city?,anticipation,0,1,0,0,1,0,0,1
614,2196,The elders decreed it so that everyone,trust,0,0,0,0,0,0,0,1
615,2198,could be equally close to God.,anticipation,0,1,0,1,1,0,0,1
616,2201,I like that.,Neutral,0,0,0,0,0,0,0,0
617,2203,The geometry of belief.,Neutral,0,0,0,0,0,0,0,0
618,2207,You're wondering why you can't look inside my head.,Neutral,0,0,0,0,0,0,0,0
619,2209,Sometimes it's hard.,Neutral,0,0,0,0,0,0,0,0
620,2211,"But sooner or later, every man shows himself.",trust,0,0,0,0,0,0,0,1
621,2216,"Oh, I am sure they do.",Neutral,0,0,0,0,0,0,0,0
622,2218,But you needed something more than a man.,Neutral,0,0,0,0,0,0,0,0
623,2221,That's why you let Stark take the sceptre.,trust,0,0,0,0,0,0,0,1
624,2224,"I didn't expect,",anticipation,0,1,0,0,0,0,1,1
625,2228,but I saw Stark's fear.,anger,1,0,0,1,0,0,0,0
626,2230,I knew it would control him.,Neutral,0,0,0,0,0,0,0,0
627,2231,Make him self-destruct.,Neutral,0,0,0,0,0,0,0,0
628,2233,Everyone creates the thing they dread.,anticipation,0,1,0,1,1,0,0,0
629,2237,Men of peace create engines of war.,joy,0,1,0,1,2,0,0,1
630,2240,Invaders create Avengers.,joy,0,0,0,0,1,0,0,0
631,2242,People create,joy,0,0,0,0,1,0,0,0
632,2245,smaller people? Uh...,Neutral,0,0,0,0,0,0,0,0
