,secs_stamp,text,max_sentiment,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
1253,5749,"Come on, do your thing!",Neutral,0,0,0,0,0,0,0,0
1254,5751,Come on!,Neutral,0,0,0,0,0,0,0,0
1255,5755,Come on!,Neutral,0,0,0,0,0,0,0,0
1256,5759,"Damn it, Goose.",anger,1,0,1,0,0,0,0,0
1257,5761,Pick a side.,Neutral,0,0,0,0,0,0,0,0
1258,5766,"Take them to the hangar, too.",Neutral,0,0,0,0,0,0,0,0
1259,5768,We'll blast them all into space.,anger,1,0,0,1,0,0,1,0
1260,5772,Play it cool.,Neutral,0,0,0,0,0,0,0,0
1261,5775,Just like Havana.,Neutral,0,0,0,0,0,0,0,0
1262,5778,Do you have the thing?,Neutral,0,0,0,0,0,0,0,0
1263,5780,Flerken kitty ate it.,Neutral,0,0,0,0,0,0,0,0
1264,5795,"Come on, move!",Neutral,0,0,0,0,0,0,0,0
1265,5796,Move!,Neutral,0,0,0,0,0,0,0,0
1266,5798,Follow my lead.,Neutral,0,0,0,0,0,0,0,0
1267,5803,Cover her eyes.,trust,0,0,0,0,0,0,0,1
1268,5813,Onto the ship!,anticipation,0,1,0,0,0,0,0,0
1269,5815,Let's go! Let's go!,Neutral,0,0,0,0,0,0,0,0
1270,5839,Nice diversion.,surprise,0,0,0,0,0,0,1,0
1271,5842,I could have swore I put it in there.,trust,0,0,0,0,0,0,0,1
1272,5900,"Minn-Erva, take them down in the drop ship.",anticipation,0,1,0,0,0,0,0,0
1273,5903,On it.,Neutral,0,0,0,0,0,0,0,0
1274,5908,"You all right, friend?",joy,0,0,0,0,1,0,0,1
1275,5911,Never better.,Neutral,0,0,0,0,0,0,0,0
1276,5917,We got a bogey coming in hot.,anger,1,0,0,0,0,0,0,0
1277,6019,Yes! Boom!,Neutral,0,0,0,0,0,0,0,0
1278,6037,<i>Whom!</i>,Neutral,0,0,0,0,0,0,0,0
1279,6041,What the hell was that?,anger,1,0,1,1,0,1,0,0
1280,6066,Deploy ballistic warheads.,Neutral,0,0,0,0,0,0,0,0
1281,6120,That's impossible.,sadness,0,0,0,0,0,1,0,0
1282,6122,C-53 doesn't have a defense system,anger,1,1,0,1,0,0,0,1
1283,6124,advanced enough to destroy our warheads.,anticipation,0,1,0,1,1,0,1,0
1284,6128,"That's not their defense system, Ronan.",anger,1,1,0,1,0,0,0,1
1285,6135,Take her down.,Neutral,0,0,0,0,0,0,0,0
1286,6157,<i>Whom!</i>,Neutral,0,0,0,0,0,0,0,0
1287,6207,Return to the jump point.,joy,0,0,0,0,1,0,0,0
1288,6210,We'll be back for the weapon.,Neutral,0,0,0,0,0,0,0,0
1289,6214,The core?,Neutral,0,0,0,0,0,0,0,0
1290,6217,The woman.,Neutral,0,0,0,0,0,0,0,0
1291,6266,I'm so proud of you.,anticipation,0,1,0,0,1,0,0,1
1292,6270,You've come a long way,anticipation,0,1,0,0,0,0,0,0
1293,6271,since I found you that day by the lake.,Neutral,0,0,0,0,0,0,0,0
1294,6274,But can you keep your emotions in check,Neutral,0,0,0,0,0,0,0,0
1295,6276,long enough to take me on?,anticipation,0,1,0,0,0,0,0,0
1296,6278,Or will they get the better of you as always?,Neutral,0,0,0,0,0,0,0,0
